,org,person,count,keywords in emails,files
1987,SportsLine.com Inc,Gruden,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1988,SportsLine.com Inc,Fred Smoot,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1989,SportsLine.com Inc,Darrell Green,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1990,SportsLine.com Inc,Smoot,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1991,SportsLine.com Inc,Rob Moore,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1992,SportsLine.com Inc,Moore,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1993,SportsLine.com Inc,Patrick Jeffers,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1994,SportsLine.com Inc,Jeffers,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1995,SportsLine.com Inc,Jefferson,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1996,SportsLine.com Inc,Robert Thomas,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1997,SportsLine.com Inc,Shane Matthews,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1998,SportsLine.com Inc,Matthews,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
1999,SportsLine.com Inc,Mike Shanahan,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2000,SportsLine.com Inc,Stacey Mack,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2001,SportsLine.com Inc,Keenan McCardell,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2002,SportsLine.com Inc,McCardell,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2003,SportsLine.com Inc,Brunell,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2004,SportsLine.com Inc,Herman Moore,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2005,SportsLine.com Inc,C-Dawg,3,"glory planters crunch, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, coupon code high10pc, start 30 player, fantasy football worth","{'38915.txt', '23062.txt', '17483.txt'}"
2006,SportsLine.com Inc,Marty Mornhinweg,3,"glory planters crunch, coupon code high10pc, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, start 30 player, com fantasy football","{'23062.txt', '17483.txt', '13448.txt'}"
2007,SportsLine.com Inc,Charlie Garner,3,"glory planters crunch, leaf http football215, emergency quarterback week, coupon code, value time troy, nfl reports, wise ryan leaf, coupon code high10pc, start 30 player, fantasy football worth","{'38915.txt', '23062.txt', '17483.txt'}"
2008,SportsLine.com Inc,Richard Huntley,3,"leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '23062.txt'}"
2009,SportsLine.com Inc,Clark,3,"leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy, com fantasy football, reports town slaps, signed cbs, wednesday sprained, coupon code high10pc","{'38915.txt', '23062.txt', '13448.txt'}"
2010,ISDA,Jeff,3,"request isda documents, isda government bond, documents kaye, agreement bear stearns, copies thanks jeff, option definitions don, butte project selling, share pge pelton, resources corp jeff, documents warm springs","{'270.txt', '1037.txt', '5869.txt'}"
2011,EOL,Jeff,3,"reminder right tax, issues arising amita, provided stamp sheri, documents behalf eol, japan frank thinking, enron europe finance, gtc2 includes collateral, mail european gtcs, north american documents, trading pulp paper","{'13505.txt', '189.txt', '15984.txt'}"
2012,EOL,Tana Jones,3,"reminder right tax, issues arising amita, provided stamp sheri, documents behalf eol, japan frank thinking, eol registration documents, legal privacy statement, pa referenced currently, enron subject electronic, forwarded tana jones","{'13505.txt', '10847.txt', '15984.txt'}"
2013,PA,Tana Jones,3,"reminder right tax, issues arising amita, provided stamp sheri, documents behalf eol, japan frank thinking, eol registration documents, legal privacy statement, pa referenced currently, enron subject electronic, forwarded tana jones","{'13505.txt', '10847.txt', '15984.txt'}"
2014,CES,Joann Collins,3,"ces reconciliation payment, invoices generated ces, cgas invoicing purposes, deliveries storage withdrawals, netouts reports instead, invoice ces retail, calp monthly demand, spreadsheet says, contract 64231 reason, atlantic pays transport","{'1459.txt', '18958.txt', '24303.txt'}"
2015,Houston Ballet,CINDY OLSON,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2016,Houston Ballet,Enron,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2017,The Nutcracker,CINDY OLSON,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2018,The Nutcracker,Enron,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2019,Ballet,CINDY OLSON,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2020,Ballet,Enron,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2021,TicketMaster,CINDY OLSON,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2022,TicketMaster,Enron,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2023,NUT1,CINDY OLSON,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2024,NUT1,Enron,3,"discount tickets nutcracker, enjoy houston ballet, event_code ehl1227 saturday, performance dates times, dear enron","{'16147.txt', '7199.txt', '29101.txt'}"
2025,ET&S,Steven Harris,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2026,ET&S,Kevin  Hyatt,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2027,TK  Lohman,Steven Harris,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2028,TK  Lohman,Kevin  Hyatt,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2029,Lindy Donoho,Steven Harris,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2030,Lindy Donoho,Kevin  Hyatt,3,"enron enron, transport options documents, workshop pls, fawcett 08 30, df forwarded drew, enron subject correction, corrected billing attached, ride invoice file, 2000 attached july, cynthia terry corrected","{'35614.txt', '27112.txt', '10106.txt'}"
2031,Kay Mann,Kay,3,"facility agreement ge, enron subject executed, executed ca development, old fashioned closings, documents copy asking, attached file enron, hold document review, nimo john wants, transacton docs let, records","{'29644.txt', '17677.txt', '7603.txt'}"
2032,NFL,Seifert,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2033,NFL,Anthony Wright,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2034,NFL,Ryan Leaf,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2035,NFL,Leaf,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2036,NFL,Jurevicius,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, com fantasy football, reports town slaps, signed cbs, wednesday sprained, coupon code high10pc","{'38915.txt', '27308.txt', '13448.txt'}"
2037,NFL,Ward,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2038,NFL,Larry Foster,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2039,NFL,Robinson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2040,NFL,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2041,NFL,Ricky Watters,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2042,NFL,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2043,NFL,Randy Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2044,NFL,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2045,NFL,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2046,NFL,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2047,The Sporting News,Richardson,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2048,The Sporting News,Moss,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2049,Jets',Terrell Davis,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2050,Jets',Davis,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2051,Jets',Mike Anderson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2052,Jets',Robinson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2053,Jets',Ricky Watters,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2054,Jets',Alexander,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2055,Jets',Tony Richardson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2056,Jets',Richardson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2057,Jets',Rich Gannon,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2058,Jets',Gannon,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2059,Jets',Tim Brown,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2060,Jets',Rickey Dudley,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2061,Jets',Dudley,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2062,Jets',Anderson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2063,Jets',Derrick Mayes,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2064,Jets',Mayes,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2065,Houston Big Ballers,Ward,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2066,Houston Big Ballers,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2067,Houston Big Ballers,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2068,Houston Big Ballers,Moss,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2069,Houston Big Ballers,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2070,Houston Big Ballers,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2071,Houston Big Ballers,Rich Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2072,Houston Big Ballers,Gannon,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2073,Houston Big Ballers,Tim Brown,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2074,Houston Big Ballers,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2075,Houston Big Ballers,Anderson,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2076,Broncos,Jurevicius,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, com fantasy football, reports town slaps, signed cbs, wednesday sprained, coupon code high10pc","{'38915.txt', '27308.txt', '13448.txt'}"
2077,Broncos,Robinson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2078,Broncos,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2079,Broncos,Ricky Watters,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2080,Broncos,Ron Dayne,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2081,Broncos,Tim Couch,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2082,Broncos,Wesley Walls,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2083,Broncos,Jerry Rice,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2084,Jets,Mike Anderson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2085,Jets,Robinson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2086,Jets,Ricky Watters,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2087,Jets,Tony Richardson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2088,Jets,Richardson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2089,Jets,Rich Gannon,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2090,Jets,Gannon,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2091,Jets,Tim Brown,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2092,Jets,Rickey Dudley,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2093,Jets,Dudley,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2094,Jets,Anderson,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2095,Jets,Derrick Mayes,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2096,Jets,Mayes,3,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'27308.txt', '22279.txt', '31814.txt'}"
2097,Bears,Richardson,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2098,Bears,Moss,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
2099,Fantasy,Jurevicius,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, com fantasy football, reports town slaps, signed cbs, wednesday sprained, coupon code high10pc","{'38915.txt', '27308.txt', '13448.txt'}"
2100,Fantasy,Joey Galloway,3,"http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, coupon code high10pc, start 30 player","{'38915.txt', '27308.txt', '17483.txt'}"
2101,Fantasy,Richardson,3,"coupon code high10pc, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap, nfl reports, wise ryan leaf, glory planters crunch, start 30 player","{'27308.txt', '13448.txt', '17483.txt'}"
